sample_id,label
ministral_8b_instruct::trivia_qa_2_60k::base::main::30822,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::7392,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::12470,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::7015,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::56070,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::46280,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::40856,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::35278,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::45553,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::17678,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::42493,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::14187,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::54162,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::55605,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::7384,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::19748,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::20891,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::7604,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::8759,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::20760,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::1875,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::51001,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::33455,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::31488,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::29347,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::52231,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::19599,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::51672,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::57817,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::51556,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::35913,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::30411,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::18915,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::2151,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::56401,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::15325,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::6595,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::51533,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::23087,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::27931,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::14890,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::18942,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::55422,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::11160,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::38339,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::36328,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::29068,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::47531,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::55307,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::15868,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::4876,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::30789,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::42924,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::27315,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::4488,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::44250,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::49571,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::30468,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::42754,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::35836,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::11549,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::57072,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::9468,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::37421,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::43017,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::43368,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::7700,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::50094,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::21861,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::3330,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::22799,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::28737,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::3150,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::34463,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::37494,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::7910,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::45328,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::57290,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::35834,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::26087,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::21042,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::9639,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::20820,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::49780,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::11150,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::47520,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::57091,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::10224,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::48087,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::35935,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::33231,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::32218,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::58383,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::1021,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::3922,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::25930,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::34846,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::23324,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::39622,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::42472,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::45389,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::40854,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::37682,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::34055,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::14274,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::45671,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::58231,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::42705,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::27845,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::29659,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::54567,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::27519,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::28023,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::40434,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::31489,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::15790,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::10834,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::40626,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::30805,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::6715,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::22631,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::57794,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::4126,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::26462,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::45070,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::3100,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::22527,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::34385,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::50635,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::36632,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::42095,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::49351,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::44200,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::42943,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::56392,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::45027,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::36508,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::36060,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::43323,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::544,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::35283,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::19517,1
ministral_8b_instruct::trivia_qa_2_60k::base::main::52834,1
