sample_id,label
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::32591,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::37782,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47813,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::48712,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13586,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::29662,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::41093,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::52979,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::14001,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::24106,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12981,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::44296,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::22365,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7526,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26219,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::493,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::57647,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26191,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::21269,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7534,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::41630,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::6830,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::2814,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33762,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::53316,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::52296,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::10247,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33838,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::37049,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::5,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::8462,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::16306,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::5385,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::9531,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36176,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::22729,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47385,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::9876,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::17253,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::2005,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13599,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::40435,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::11698,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::45109,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::14842,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::2750,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34837,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::25666,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::2414,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::44112,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::38370,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::57342,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::25327,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::31215,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49468,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::18820,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::23586,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::29626,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::4726,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13673,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7227,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30371,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::3401,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34942,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34633,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33766,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::25504,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20469,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::18846,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33617,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20833,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::27495,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::21809,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33550,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::15234,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::3041,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13502,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36270,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36296,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::55872,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47650,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::53813,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13968,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::50807,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::5525,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26770,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::17406,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::37767,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::54090,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::1342,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::44416,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13812,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::42122,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::45560,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36702,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::3322,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7805,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::18287,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::17352,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::32005,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::21762,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::14269,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51208,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::55191,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::48794,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34583,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::24894,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::53848,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20913,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30564,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::29976,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26649,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20900,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::24740,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26510,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13098,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::15119,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26054,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7946,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::29854,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36237,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13153,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51025,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::14495,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::21112,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49822,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::45900,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::10499,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::56318,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::45514,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::45551,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::643,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::19845,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47735,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::19857,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::44058,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51366,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::14642,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7000,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::4307,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::14204,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::24332,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::28373,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::44072,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::38250,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::15101,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::15066,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::43131,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::55661,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::18009,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::28728,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::46772,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33410,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::38291,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::42967,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::2321,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20398,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::29417,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::25477,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::32401,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::52509,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::19575,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::38691,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::45342,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::50341,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::1118,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::53894,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::37716,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::54205,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::8720,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34192,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::43126,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::9365,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::55242,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::24410,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::57786,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47450,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13249,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::50074,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::21456,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::45225,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::29209,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::43846,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::38274,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::4126,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30171,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::54630,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::15987,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::23699,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::14200,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::11555,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::42888,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33527,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26886,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::50843,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::55798,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::13088,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::15435,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::46727,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51480,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::24357,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30439,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::41934,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::6510,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::28102,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::44368,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20772,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::22155,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::39763,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::24235,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::53147,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30354,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26536,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47599,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36154,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49650,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::43831,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36311,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::11020,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::16710,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::31830,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::50410,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::17905,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20306,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34166,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::42802,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::447,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::9587,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::42712,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7460,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::53822,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::16246,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::1387,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::21307,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34129,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::35522,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::8727,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::29946,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7017,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::22847,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::41557,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::58463,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::57102,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::25219,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49180,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::15824,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::35576,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12671,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::38536,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::27530,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::3654,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::40404,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::23445,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::17709,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::58132,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7908,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::31827,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::25831,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::5480,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33700,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51660,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::54036,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12009,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::48717,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::3202,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::31982,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::37358,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::43106,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::694,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20626,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36431,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26235,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::28908,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49639,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::7910,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::48141,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::271,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::46785,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47123,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::58105,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::48801,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12285,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::4838,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::23428,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34415,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::2294,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12032,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12103,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26751,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::38198,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::41659,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::10352,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::50582,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::53239,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::39599,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47437,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12974,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::28624,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::10170,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::55772,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::1667,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::32960,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51574,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::11107,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::19960,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47566,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::358,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::467,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::36227,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::144,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::58118,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::2260,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::25455,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30940,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30443,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33976,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::26987,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12949,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::23881,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::25198,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::27045,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::12980,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::5484,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::54633,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30431,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::55988,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::40934,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::43411,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::55370,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::10039,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49158,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::24640,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::23009,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::58329,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::14580,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49586,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::47101,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::49157,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::51396,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::33764,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::31905,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::53381,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::3819,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::34694,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::1792,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::8460,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::10901,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::20482,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::32784,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::30656,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::18201,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::48571,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::56430,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::21979,1
qwen_2.5_7b_instruct::trivia_qa_2_60k::base::main::50205,1
